2017-02-01 00:00:11	temp	28-000006041ddd	box	19.8
2017-02-01 00:00:12	temp	28-000006767bdb	rot	19.4
2017-02-01 00:00:13	temp	28-0000067887d5	gelb	16.5
2017-02-01 00:00:14	temp	28-0000068a414a	blau	19.5
2017-02-01 00:00:16	humidity	AM2302-140903756	box	29.90
2017-02-01 00:00:18	pressure	BMP180	box	100021.00
2017-02-01 00:00:18	temp	piBoard	piBoard	49.8
2017-02-01 01:20:11	temp	28-000006041ddd	box	19.9
2017-02-01 01:20:12	temp	28-000006767bdb	rot	19.3
2017-02-01 01:20:13	temp	28-0000067887d5	gelb	16.5
2017-02-01 01:20:14	temp	28-0000068a414a	blau	19.2
2017-02-01 01:20:15	humidity	AM2302-140903756	box	30.10
2017-02-01 01:20:17	pressure	BMP180	box	99973.00
2017-02-01 01:20:17	temp	piBoard	piBoard	51.4
2017-02-01 01:30:11	temp	28-000006041ddd	box	19.8
2017-02-01 01:30:12	temp	28-000006767bdb	rot	19.2
2017-02-01 01:30:13	temp	28-0000067887d5	gelb	16.4
2017-02-01 01:30:14	temp	28-0000068a414a	blau	19.2
2017-02-01 01:30:15	humidity	AM2302-140903756	box	30.10
2017-02-01 01:30:16	pressure	BMP180	box	99987.00
2017-02-01 01:30:16	temp	piBoard	piBoard	49.8
2017-02-01 01:40:11	temp	28-000006041ddd	box	19.8
2017-02-01 01:40:11	temp	28-000006767bdb	rot	19.2
2017-02-01 01:40:12	temp	28-0000067887d5	gelb	16.5
2017-02-01 01:40:13	temp	28-0000068a414a	blau	19.2
2017-02-01 01:40:15	humidity	AM2302-140903756	box	30.10
2017-02-01 01:40:16	pressure	BMP180	box	99987.00
2017-02-01 01:40:16	temp	piBoard	piBoard	50.3
2017-02-01 01:50:10	temp	28-000006041ddd	box	19.6
2017-02-01 01:50:11	temp	28-000006767bdb	rot	19.2
2017-02-01 01:50:12	temp	28-0000067887d5	gelb	16.5
2017-02-01 01:50:13	temp	28-0000068a414a	blau	19.2
2017-02-01 01:50:14	humidity	AM2302-140903756	box	30.30
2017-02-01 01:50:16	pressure	BMP180	box	100003.00
2017-02-01 01:50:16	temp	piBoard	piBoard	49.8
2017-02-01 02:00:11	temp	28-000006041ddd	box	19.6
2017-02-01 02:00:12	temp	28-000006767bdb	rot	19.2
2017-02-01 02:00:12	temp	28-0000067887d5	gelb	16.4
2017-02-01 02:00:13	temp	28-0000068a414a	blau	19.2
2017-02-01 02:00:15	humidity	AM2302-140903756	box	30.30
2017-02-01 02:00:16	pressure	BMP180	box	100002.00
2017-02-01 02:00:16	temp	piBoard	piBoard	49.8
2017-02-01 02:10:10	temp	28-000006041ddd	box	19.6
2017-02-01 02:10:11	temp	28-000006767bdb	rot	19.2
2017-02-01 02:10:12	temp	28-0000067887d5	gelb	16.4
2017-02-01 02:10:13	temp	28-0000068a414a	blau	19.1
2017-02-01 02:10:15	humidity	AM2302-140903756	box	30.50
2017-02-01 02:10:16	pressure	BMP180	box	100011.00
2017-02-01 02:10:16	temp	piBoard	piBoard	49.2
2017-02-01 02:20:11	temp	28-000006041ddd	box	19.6
2017-02-01 02:20:12	temp	28-000006767bdb	rot	19.2
2017-02-01 02:20:13	temp	28-0000067887d5	gelb	16.5
2017-02-01 02:20:14	temp	28-0000068a414a	blau	19.2
