2017-11-01 00:00:15	temp	28-000006041ddd	box	28.4
2017-11-01 00:00:16	temp	28-000006767bdb	rot	20.7
2017-11-01 00:00:17	temp	28-0000067887d5	gelb	18.2
2017-11-01 00:00:18	temp	28-0000068a414a	blau	8.3
2017-11-01 00:02:03	humidity	AM2302-140903756	box	NA
2017-11-01 00:02:03	pressure	BMP180	box	NA
2017-11-01 00:02:03	temp	piBoard	piBoard	60.0
2017-11-01 00:10:11	temp	28-000006041ddd	box	28.4
2017-11-01 00:10:12	temp	28-000006767bdb	rot	20.8
2017-11-01 00:10:13	temp	28-0000067887d5	gelb	18.2
2017-11-01 00:10:14	temp	28-0000068a414a	blau	8.3
2017-11-01 00:11:58	humidity	AM2302-140903756	box	NA
2017-11-01 00:11:59	pressure	BMP180	box	NA
2017-11-01 00:11:59	temp	piBoard	piBoard	58.4
2017-11-01 00:20:12	temp	28-000006041ddd	box	28.3
2017-11-01 00:20:13	temp	28-000006767bdb	rot	20.7
2017-11-01 00:20:13	temp	28-0000067887d5	gelb	18.2
2017-11-01 00:20:14	temp	28-0000068a414a	blau	8.2
2017-11-01 00:21:59	humidity	AM2302-140903756	box	NA
2017-11-01 00:21:59	pressure	BMP180	box	NA
2017-11-01 00:21:59	temp	piBoard	piBoard	58.4
2017-11-01 00:30:11	temp	28-000006041ddd	box	28.1
2017-11-01 00:30:12	temp	28-000006767bdb	rot	20.7
2017-11-01 00:30:13	temp	28-0000067887d5	gelb	18.2
2017-11-01 00:30:14	temp	28-0000068a414a	blau	8.2
2017-11-01 00:31:58	humidity	AM2302-140903756	box	NA
2017-11-01 00:31:59	pressure	BMP180	box	NA
2017-11-01 00:31:59	temp	piBoard	piBoard	59.5
2017-11-01 00:40:11	temp	28-000006041ddd	box	28.0
2017-11-01 00:40:12	temp	28-000006767bdb	rot	20.7
2017-11-01 00:40:13	temp	28-0000067887d5	gelb	18.2
2017-11-01 00:40:14	temp	28-0000068a414a	blau	8.2
2017-11-01 00:41:58	humidity	AM2302-140903756	box	NA
2017-11-01 00:41:59	pressure	BMP180	box	NA
2017-11-01 00:41:59	temp	piBoard	piBoard	57.8
2017-11-01 00:50:11	temp	28-000006041ddd	box	27.9
2017-11-01 00:50:12	temp	28-000006767bdb	rot	20.7
2017-11-01 00:50:13	temp	28-0000067887d5	gelb	18.2
2017-11-01 00:50:13	temp	28-0000068a414a	blau	8.2
2017-11-01 00:51:58	humidity	AM2302-140903756	box	NA
2017-11-01 00:51:58	pressure	BMP180	box	NA
2017-11-01 00:51:58	temp	piBoard	piBoard	58.4
2017-11-01 01:00:14	temp	28-000006041ddd	box	27.8
2017-11-01 01:00:15	temp	28-000006767bdb	rot	20.7
2017-11-01 01:00:16	temp	28-0000067887d5	gelb	18.2
2017-11-01 01:00:17	temp	28-0000068a414a	blau	8.1
2017-11-01 01:02:02	humidity	AM2302-140903756	box	NA
2017-11-01 01:02:03	pressure	BMP180	box	NA
2017-11-01 01:02:03	temp	piBoard	piBoard	63.2
2017-11-01 01:10:11	temp	28-000006041ddd	box	27.7
2017-11-01 01:10:12	temp	28-000006767bdb	rot	20.7
2017-11-01 01:10:13	temp	28-0000067887d5	gelb	18.2
2017-11-01 01:10:13	temp	28-0000068a414a	blau	8.1
2017-11-01 01:11:58	humidity	AM2302-140903756	box	NA
2017-11-01 01:11:58	pressure	BMP180	box	NA
2017-11-01 01:11:58	temp	piBoard	piBoard	57.8
2017-11-01 01:20:11	temp	28-000006041ddd	box	27.6
2017-11-01 01:20:12	temp	28-000006767bdb	rot	20.6
2017-11-01 01:20:13	temp	28-0000067887d5	gelb	18.2
2017-11-01 01:20:15	temp	28-0000068a414a	blau	8.2
2017-11-01 01:21:59	humidity	AM2302-140903756	box	NA
2017-11-01 01:21:59	pressure	BMP180	box	NA
2017-11-01 01:22:00	temp	piBoard	piBoard	57.3
2017-11-01 01:30:11	temp	28-000006041ddd	box	27.4
2017-11-01 01:30:12	temp	28-000006767bdb	rot	20.6
2017-11-01 01:30:13	temp	28-0000067887d5	gelb	18.1
2017-11-01 01:30:14	temp	28-0000068a414a	blau	8.1
2017-11-01 01:31:58	humidity	AM2302-140903756	box	NA
2017-11-01 01:31:59	pressure	BMP180	box	NA
2017-11-01 01:31:59	temp	piBoard	piBoard	58.4
2017-11-01 01:40:11	temp	28-000006041ddd	box	27.3
2017-11-01 01:40:13	temp	28-000006767bdb	rot	20.6
2017-11-01 01:40:14	temp	28-0000067887d5	gelb	18.2
2017-11-01 01:40:14	temp	28-0000068a414a	blau	8.2
2017-11-01 01:41:59	humidity	AM2302-140903756	box	NA
2017-11-01 01:41:59	pressure	BMP180	box	NA
2017-11-01 01:41:59	temp	piBoard	piBoard	57.8
2017-11-01 01:50:11	temp	28-000006041ddd	box	27.2
2017-11-01 01:50:12	temp	28-000006767bdb	rot	20.6
2017-11-01 01:50:13	temp	28-0000067887d5	gelb	18.2
2017-11-01 01:50:13	temp	28-0000068a414a	blau	8.2
2017-11-01 01:51:58	humidity	AM2302-140903756	box	NA
2017-11-01 01:51:58	pressure	BMP180	box	NA
2017-11-01 01:51:58	temp	piBoard	piBoard	57.3
2017-11-01 02:00:14	temp	28-000006041ddd	box	27.1
2017-11-01 02:00:15	temp	28-000006767bdb	rot	20.6
2017-11-01 02:00:16	temp	28-0000067887d5	gelb	18.2
2017-11-01 02:00:17	temp	28-0000068a414a	blau	8.2
2017-11-01 02:02:02	humidity	AM2302-140903756	box	NA
2017-11-01 02:02:02	pressure	BMP180	box	NA
2017-11-01 02:02:02	temp	piBoard	piBoard	62.7
2017-11-01 02:10:12	temp	28-000006041ddd	box	27.1
2017-11-01 02:10:13	temp	28-000006767bdb	rot	20.6
2017-11-01 02:10:14	temp	28-0000067887d5	gelb	18.1
2017-11-01 02:10:15	temp	28-0000068a414a	blau	8.2
2017-11-01 02:11:59	humidity	AM2302-140903756	box	NA
2017-11-01 02:12:00	pressure	BMP180	box	NA
2017-11-01 02:12:00	temp	piBoard	piBoard	57.3
2017-11-01 02:20:11	temp	28-000006041ddd	box	27.0
2017-11-01 02:20:11	temp	28-000006767bdb	rot	20.6
2017-11-01 02:20:12	temp	28-0000067887d5	gelb	18.1
2017-11-01 02:20:13	temp	28-0000068a414a	blau	8.0
2017-11-01 02:21:58	humidity	AM2302-140903756	box	NA
2017-11-01 02:21:58	pressure	BMP180	box	NA
2017-11-01 02:21:58	temp	piBoard	piBoard	58.4
2017-11-01 02:30:11	temp	28-000006041ddd	box	26.9
2017-11-01 02:30:11	temp	28-000006767bdb	rot	20.6
2017-11-01 02:30:12	temp	28-0000067887d5	gelb	18.1
2017-11-01 02:30:13	temp	28-0000068a414a	blau	7.7
2017-11-01 02:31:58	humidity	AM2302-140903756	box	NA
2017-11-01 02:31:58	pressure	BMP180	box	NA
2017-11-01 02:31:58	temp	piBoard	piBoard	57.8
2017-11-01 02:40:11	temp	28-000006041ddd	box	26.8
2017-11-01 02:40:12	temp	28-000006767bdb	rot	20.6
2017-11-01 02:40:12	temp	28-0000067887d5	gelb	18.1
2017-11-01 02:40:13	temp	28-0000068a414a	blau	7.8
2017-11-01 02:41:58	humidity	AM2302-140903756	box	NA
2017-11-01 02:41:58	pressure	BMP180	box	NA
2017-11-01 02:41:58	temp	piBoard	piBoard	57.3
2017-11-01 02:50:12	temp	28-000006041ddd	box	26.8
2017-11-01 02:50:13	temp	28-000006767bdb	rot	20.6
2017-11-01 02:50:14	temp	28-0000067887d5	gelb	18.1
2017-11-01 02:50:15	temp	28-0000068a414a	blau	7.6
2017-11-01 02:51:59	humidity	AM2302-140903756	box	NA
2017-11-01 02:52:00	pressure	BMP180	box	NA
2017-11-01 02:52:00	temp	piBoard	piBoard	57.3
2017-11-01 03:00:16	temp	28-000006041ddd	box	26.8
2017-11-01 03:00:16	temp	28-000006767bdb	rot	20.5
2017-11-01 03:00:17	temp	28-0000067887d5	gelb	18.1
2017-11-01 03:00:19	temp	28-0000068a414a	blau	7.7
2017-11-01 03:02:04	humidity	AM2302-140903756	box	NA
2017-11-01 03:02:05	pressure	BMP180	box	NA
2017-11-01 03:02:05	temp	piBoard	piBoard	62.7
2017-11-01 03:10:11	temp	28-000006041ddd	box	26.8
2017-11-01 03:10:11	temp	28-000006767bdb	rot	20.5
2017-11-01 03:10:12	temp	28-0000067887d5	gelb	18.1
2017-11-01 03:10:13	temp	28-0000068a414a	blau	7.7
2017-11-01 03:11:58	humidity	AM2302-140903756	box	NA
2017-11-01 03:11:58	pressure	BMP180	box	NA
2017-11-01 03:11:58	temp	piBoard	piBoard	57.8
2017-11-01 03:20:11	temp	28-000006041ddd	box	26.7
2017-11-01 03:20:12	temp	28-000006767bdb	rot	20.5
2017-11-01 03:20:13	temp	28-0000067887d5	gelb	18.1
2017-11-01 03:20:13	temp	28-0000068a414a	blau	7.6
2017-11-01 03:21:58	humidity	AM2302-140903756	box	NA
2017-11-01 03:21:58	pressure	BMP180	box	NA
2017-11-01 03:21:58	temp	piBoard	piBoard	57.3
2017-11-01 03:30:11	temp	28-000006041ddd	box	26.7
2017-11-01 03:30:12	temp	28-000006767bdb	rot	20.4
2017-11-01 03:30:13	temp	28-0000067887d5	gelb	18.1
2017-11-01 03:30:14	temp	28-0000068a414a	blau	7.7
2017-11-01 03:31:58	humidity	AM2302-140903756	box	NA
2017-11-01 03:31:59	pressure	BMP180	box	NA
