2017-08-01 00:00:12	temp	28-000006041ddd	box	25.2
2017-08-01 00:00:13	temp	28-000006767bdb	rot	24.1
2017-08-01 00:00:14	temp	28-0000067887d5	gelb	21.1
2017-08-01 00:00:15	temp	28-0000068a414a	blau	19.4
2017-08-01 00:00:17	humidity	AM2302-140903756	box	59.90
2017-08-01 00:00:18	pressure	BMP180	box	99594.00
2017-08-01 00:00:18	temp	piBoard	piBoard	55.1
2017-08-01 00:10:11	temp	28-000006041ddd	box	25.2
2017-08-01 00:10:13	temp	28-000006767bdb	rot	24.1
2017-08-01 00:10:14	temp	28-0000067887d5	gelb	21.1
2017-08-01 00:10:15	temp	28-0000068a414a	blau	19.1
2017-08-01 00:10:18	humidity	AM2302-140903756	box	60.00
2017-08-01 00:10:19	pressure	BMP180	box	99599.00
2017-08-01 00:10:19	temp	piBoard	piBoard	55.7
2017-08-01 00:20:11	temp	28-000006041ddd	box	25.2
2017-08-01 00:20:12	temp	28-000006767bdb	rot	24.1
2017-08-01 00:20:12	temp	28-0000067887d5	gelb	21.1
2017-08-01 00:20:13	temp	28-0000068a414a	blau	18.9
2017-08-01 00:20:16	humidity	AM2302-140903756	box	60.00
2017-08-01 00:20:17	pressure	BMP180	box	99606.00
2017-08-01 00:20:17	temp	piBoard	piBoard	55.7
2017-08-01 00:30:10	temp	28-000006041ddd	box	25.2
2017-08-01 00:30:11	temp	28-000006767bdb	rot	24.1
2017-08-01 00:30:12	temp	28-0000067887d5	gelb	21.1
2017-08-01 00:30:14	temp	28-0000068a414a	blau	19.0
2017-08-01 00:30:16	humidity	AM2302-140903756	box	60.00
2017-08-01 00:30:17	pressure	BMP180	box	99597.00
2017-08-01 00:30:17	temp	piBoard	piBoard	55.1
2017-08-01 00:40:11	temp	28-000006041ddd	box	25.2
2017-08-01 00:40:12	temp	28-000006767bdb	rot	24.1
2017-08-01 00:40:13	temp	28-0000067887d5	gelb	21.1
2017-08-01 00:40:14	temp	28-0000068a414a	blau	19.0
2017-08-01 00:40:15	humidity	AM2302-140903756	box	60.10
2017-08-01 00:40:16	pressure	BMP180	box	99591.00
2017-08-01 00:40:16	temp	piBoard	piBoard	55.1
2017-08-01 00:50:11	temp	28-000006041ddd	box	25.2
2017-08-01 00:50:12	temp	28-000006767bdb	rot	24.1
2017-08-01 00:50:13	temp	28-0000067887d5	gelb	21.1
2017-08-01 00:50:14	temp	28-0000068a414a	blau	18.9
2017-08-01 00:50:15	humidity	AM2302-140903756	box	60.00
2017-08-01 00:50:16	pressure	BMP180	box	99589.00
2017-08-01 00:50:16	temp	piBoard	piBoard	55.1
